status,id_kelamin,kelurahan,dusun,id_hub_rumah_tangga,id_hub_keluarga,usia,id_nikah,id_difable,id_penyakit_kronis,id_partisipasi_sekolah,id_pendidikan,id_ijazah,id_pekerjaan,id_status_dalam_pekerjaan,id_keberadaan,nama_sls,jml_anggota_keluarga,sta_bangunan,sta_lahan,luas_lantai,lantai,dinding,kondisi_dinding,atap,kondisi_atap,jumlah_kamar,sumber_air_minum,cara_peroleh_air_minum,sumber_penerangan,daya,bb_masak,fas_bab,kloset,buang_tinja,ada_tabung_gas,ada_lemari_es,ada_ac,ada_pemanas,ada_telepon,ada_tv,ada_emas,ada_laptop,ada_sepeda,ada_motor,ada_mobil,ada_perahu,ada_motor_tempel,ada_perahu_motor,ada_kapal,aset_tak_bergerak,luas_atb,rumah_lain,jumlah_sapi,jumlah_kerbau,jumlah_kuda,jumlah_babi,jumlah_kambing,sta_art_usaha
miskin,2,Sinduadi,9,2,2,39,2,0,0,2,,1,,,1,JOMBOR KIDUL,5,5,1,18,2,1,1,4,2,2,6,3,1,2,3,2,1,2,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,1,Sinduadi,9,1,1,41,2,0,0,2,3,1,21,4,1,JOMBOR KIDUL,5,5,1,18,2,1,1,4,2,2,6,3,1,2,3,2,1,2,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,2,Sinduadi,9,3,3,16,1,0,0,1,1,2,,,1,JOMBOR KIDUL,5,1,1,52,4,1,2,4,2,3,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,3,3,24,1,0,4,2,7,3,,,1,JOMBOR KIDUL,5,1,1,52,4,1,2,4,2,3,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,1,Sinduadi,9,3,3,26,1,0,0,2,7,3,,,1,JOMBOR KIDUL,5,1,1,52,4,1,2,4,2,3,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,2,2,52,2,0,0,2,1,1,,,1,JOMBOR KIDUL,5,1,1,52,4,1,2,4,2,3,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,1,Sinduadi,9,1,1,46,2,0,0,2,1,2,21,4,1,JOMBOR KIDUL,5,1,1,52,4,1,2,4,2,3,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,3,3,16,1,0,0,1,4,1,,,1,JOMBOR KIDUL,4,1,1,49,2,1,2,4,2,2,6,1,1,2,3,1,1,2,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,2,Sinduadi,9,3,3,11,1,0,0,1,1,,,,1,JOMBOR KIDUL,4,1,1,49,2,1,2,4,2,2,6,1,1,2,3,1,1,2,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,2,Sinduadi,9,2,2,38,2,0,0,2,7,3,,,1,JOMBOR KIDUL,4,1,1,49,2,1,2,4,2,2,6,1,1,2,3,1,1,2,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,1,Sinduadi,9,1,1,43,2,0,0,2,1,1,12,4,1,JOMBOR KIDUL,4,1,1,49,2,1,2,4,2,2,6,1,1,2,3,1,1,2,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,1
miskin,2,Sinduadi,,3,3,17,1,0,0,1,7,2,,,,,3,1,1,360,6,1,1,4,1,2,7,3,1,6,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,36,4,,,,,,2
miskin,2,Sinduadi,,3,3,19,1,0,0,1,7,2,,,,,3,1,1,360,6,1,1,4,1,2,7,3,1,6,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,36,4,,,,,,2
miskin,1,Sinduadi,,1,1,44,3,0,0,2,4,2,12,4,,,3,1,1,360,6,1,1,4,1,2,7,3,1,6,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,36,4,,,,,,2
miskin,1,Sinduadi,,1,1,45,2,0,0,2,7,2,19,7,,,1,3,3,1200,6,1,1,5,1,3,6,3,1,6,3,1,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,9,2,2,59,2,0,0,2,1,1,,,1,JOMBOR KIDUL,2,1,1,36,2,1,2,4,1,2,6,3,1,2,3,1,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,83,4,0,0,0,0,0,2
miskin,1,Sinduadi,9,1,1,64,2,0,0,2,1,1,21,4,1,JOMBOR KIDUL,2,1,1,36,2,1,2,4,1,2,6,3,1,2,3,1,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,83,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,3,3,7,1,0,0,1,,,,,1,JOMBOR KIDUL,2,2,2,4,2,1,2,4,2,1,6,3,1,2,3,1,1,2,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,1,1,49,3,0,0,2,,1,21,4,1,JOMBOR KIDUL,2,2,2,4,2,1,2,4,2,1,6,3,1,2,3,1,1,2,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,9,2,2,58,2,0,0,2,1,1,,,1,JOMBOR KIDUL,2,2,2,2020,9,4,,8,,1,6,3,1,6,8,1,1,1,2,3,2,4,2,3,2,4,1,3,1,4,2,4,2,1,160,3,0,0,0,0,0,1
miskin,1,Sinduadi,9,1,1,64,2,0,0,2,4,2,19,1,1,JOMBOR KIDUL,2,2,2,2020,9,4,,8,,1,6,3,1,6,8,1,1,1,2,3,2,4,2,3,2,4,1,3,1,4,2,4,2,1,160,3,0,0,0,0,0,1
miskin,2,Sinduadi,9,1,1,52,4,0,0,2,1,1,21,8,1,JOMBOR KIDUL,1,1,1,75,2,1,2,4,2,2,6,3,1,2,8,2,1,2,2,3,2,4,2,3,2,4,1,4,2,4,2,4,2,2,300,4,0,0,0,0,0,2
miskin,1,Sinduadi,1,3,3,12,1,0,0,1,1,,,,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,2,Sinduadi,1,3,3,18,1,0,0,1,4,3,,,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,1,Sinduadi,1,3,3,9,1,0,0,1,,,,,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,1,Sinduadi,1,3,3,20,1,0,0,1,7,3,,,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,2,Sinduadi,1,2,2,42,2,0,0,2,7,5,9,7,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,1,Sinduadi,1,1,1,49,2,0,0,2,,3,21,4,1,JETIS,6,1,1,140,4,1,1,4,2,3,6,3,1,1,2,1,1,3,1,3,1,4,2,3,2,4,2,3,2,4,2,4,2,1,420,3,0,0,0,0,0,2
miskin,1,Sinduadi,,3,3,23,1,0,0,1,7,2,,,,,3,1,1,540,6,1,1,4,1,3,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,110,4,,,,,,2
miskin,2,Sinduadi,,2,2,54,2,0,0,2,1,1,19,7,,,3,1,1,540,6,1,1,4,1,3,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,110,4,,,,,,2
miskin,1,Sinduadi,,1,1,48,2,0,0,2,4,2,3,7,,,3,1,1,540,6,1,1,4,1,3,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,110,4,,,,,,2
miskin,1,Sinduadi,,3,3,20,1,0,0,1,4,1,,,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,12,1,0,0,1,1,,,,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,3,3,15,1,0,0,1,1,,,,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,3,3,22,1,0,0,1,7,2,,,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,44,2,0,0,2,1,1,,,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,50,2,0,0,2,1,1,11,7,,,6,1,1,1120,4,1,1,4,1,3,6,3,1,2,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,3,3,12,1,0,0,1,1,,,,,,5,1,1,600,6,1,1,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,2,Sinduadi,,3,3,20,1,0,0,1,4,1,,,,,5,1,1,600,6,1,1,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,1,Sinduadi,,3,3,17,1,0,0,1,1,,,,,,5,1,1,600,6,1,1,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,2,Sinduadi,,2,2,48,2,0,0,2,4,2,9,7,,,5,1,1,600,6,1,1,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,1,Sinduadi,,1,1,48,2,0,0,2,4,2,11,7,,,5,1,1,600,6,1,1,4,2,2,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,1,Sinduadi,,3,3,23,1,0,0,2,1,1,11,7,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,1,Sinduadi,,3,3,21,1,0,0,1,4,1,,,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,2,Sinduadi,,3,3,19,1,0,0,1,4,1,,,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,1,Sinduadi,,3,3,8,1,0,0,,10,,,,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,2,Sinduadi,,2,2,47,2,0,0,2,1,1,,,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,1,Sinduadi,,1,1,53,2,0,0,2,7,3,12,7,,,6,3,2,150,2,1,2,4,2,3,6,3,1,1,3,2,1,1,2,3,2,4,2,3,2,3,2,3,2,4,2,4,2,1,43,4,,,,,,2
miskin,2,Sinduadi,,2,2,55,2,0,0,2,1,1,,,,,2,3,2,300,9,4,2,4,2,1,6,3,1,1,8,2,1,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,62,2,0,0,2,1,1,11,7,,,2,3,2,300,9,4,2,4,2,1,6,3,1,1,8,2,1,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,18,1,0,0,1,4,1,,,,,4,1,1,400,2,1,1,4,2,2,6,3,1,2,3,1,1,2,2,3,2,3,2,3,2,3,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,8,1,0,0,,10,,,,,,4,1,1,400,2,1,1,4,2,2,6,3,1,2,3,1,1,2,2,3,2,3,2,3,2,3,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,41,2,0,0,2,1,1,,,,,4,1,1,400,2,1,1,4,2,2,6,3,1,2,3,1,1,2,2,3,2,3,2,3,2,3,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,44,2,0,0,2,4,1,11,7,,,4,1,1,400,2,1,1,4,2,2,6,3,1,2,3,1,1,2,2,3,2,3,2,3,2,3,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,1,1,1,61,4,0,0,2,1,1,1,7,,JETIS,1,1,1,60,2,1,1,4,1,2,6,3,1,6,3,2,1,2,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,,3,3,17,1,0,0,1,4,1,,,,,4,1,1,500,2,1,2,4,2,2,6,3,1,1,3,2,1,2,2,4,2,4,2,3,1,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,10,1,0,0,,10,,,,,,4,1,1,500,2,1,2,4,2,2,6,3,1,1,3,2,1,2,2,4,2,4,2,3,1,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,43,2,0,0,2,4,2,9,7,,,4,1,1,500,2,1,2,4,2,2,6,3,1,1,3,2,1,2,2,4,2,4,2,3,1,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,41,2,0,0,2,4,2,11,7,,,4,1,1,500,2,1,2,4,2,2,6,3,1,1,3,2,1,2,2,4,2,4,2,3,1,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,,Sinduadi,,3,3,,,0,0,,,,,,,,4,1,1,350,2,1,2,4,2,1,6,3,1,6,3,2,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,12,1,0,0,1,1,,,,,,4,1,1,350,2,1,2,4,2,1,6,3,1,6,3,2,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,30,2,0,0,2,5,1,19,7,,,4,1,1,350,2,1,2,4,2,1,6,3,1,6,3,2,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,34,2,0,0,2,1,1,11,7,,,4,1,1,350,2,1,2,4,2,1,6,3,1,6,3,2,1,2,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,9,1,0,0,,10,,,,,,4,3,2,540,2,1,1,4,1,2,6,3,1,2,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,3,3,16,1,0,0,1,1,,,,,,4,3,2,540,2,1,1,4,1,2,6,3,1,2,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,47,2,0,0,2,1,1,9,7,,,4,3,2,540,2,1,1,4,1,2,6,3,1,2,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,57,2,0,0,2,1,1,11,7,,,4,3,2,540,2,1,1,4,1,2,6,3,1,2,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,3,3,16,1,0,0,1,7,2,21,,,,3,1,1,300,6,1,1,6,2,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,130,3,,,,,,1
miskin,1,Sinduadi,,3,3,22,1,0,0,2,4,3,21,,,,3,1,1,300,6,1,1,6,2,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,130,3,,,,,,1
miskin,1,Sinduadi,,1,1,46,3,0,0,2,4,2,12,1,,,3,1,1,300,6,1,1,6,2,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,130,3,,,,,,1
miskin,2,Sinduadi,,3,3,12,1,0,0,1,1,,,,,,5,3,2,420,2,1,1,4,1,2,7,3,1,1,3,2,1,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,18,1,0,0,1,4,1,,,,,5,3,2,420,2,1,1,4,1,2,7,3,1,1,3,2,1,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,8,1,0,0,,10,,,,,,5,3,2,420,2,1,1,4,1,2,7,3,1,1,3,2,1,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,2,2,39,2,0,0,2,7,3,12,4,,,5,3,2,420,2,1,1,4,1,2,7,3,1,1,3,2,1,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,1,Sinduadi,,1,1,39,2,0,0,2,4,2,11,7,,,5,3,2,420,2,1,1,4,1,2,7,3,1,1,3,2,1,1,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,,4,,,,,,2
miskin,2,Sinduadi,,3,3,17,1,0,0,1,1,,,,,,3,1,1,480,6,1,1,4,2,2,7,3,1,1,3,1,1,1,2,4,2,4,2,4,2,4,1,3,2,4,2,4,2,1,300,4,,,,,,2
miskin,2,Sinduadi,,2,2,53,2,0,0,2,1,,,,,,3,1,1,480,6,1,1,4,2,2,7,3,1,1,3,1,1,1,2,4,2,4,2,4,2,4,1,3,2,4,2,4,2,1,300,4,,,,,,2
miskin,1,Sinduadi,,1,1,59,2,0,0,2,1,1,11,7,,,3,1,1,480,6,1,1,4,2,2,7,3,1,1,3,1,1,1,2,4,2,4,2,4,2,4,1,3,2,4,2,4,2,1,300,4,,,,,,2
miskin,2,Sinduadi,,3,3,19,1,0,0,2,4,1,,,,,3,1,1,1040,2,1,1,4,1,2,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,150,3,,,,,,1
miskin,2,Sinduadi,,2,2,54,2,0,0,2,1,1,2,1,,,3,1,1,1040,2,1,1,4,1,2,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,150,3,,,,,,1
miskin,1,Sinduadi,,1,1,58,2,0,0,2,4,2,14,1,,,3,1,1,1040,2,1,1,4,1,2,6,3,1,1,8,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,150,3,,,,,,1
miskin,2,Sinduadi,,3,3,8,1,0,0,,10,,,,,,4,3,2,450,4,1,1,5,1,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,2,Sinduadi,,3,3,16,1,0,0,1,1,,,,,,4,3,2,450,4,1,1,5,1,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,2,Sinduadi,,2,2,35,2,0,0,2,1,1,,,,,4,3,2,450,4,1,1,5,1,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,,1,1,40,2,0,0,2,1,1,11,7,,,4,3,2,450,4,1,1,5,1,2,6,3,1,2,3,2,1,1,2,3,2,4,2,3,2,4,2,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,1,3,3,10,1,0,0,1,,,,,1,JETIS,4,5,2,40,2,1,2,4,2,2,6,3,1,2,3,2,1,3,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,1,3,3,13,1,0,0,1,1,1,,,1,JETIS,4,5,2,40,2,1,2,4,2,2,6,3,1,2,3,2,1,3,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,2,Sinduadi,1,2,2,31,2,0,0,2,7,3,12,4,,JETIS,4,5,2,40,2,1,2,4,2,2,6,3,1,2,3,2,1,3,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,1,Sinduadi,1,1,1,33,2,0,0,2,,2,21,4,1,JETIS,4,5,2,40,2,1,2,4,2,2,6,3,1,2,3,2,1,3,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,2,0,4,0,0,0,0,0,2
miskin,,Sinduadi,,3,3,,,0,0,,,,,,,,2,1,1,540,2,1,1,4,1,2,6,3,1,6,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,960,4,,,,,,2
miskin,1,Sinduadi,,1,1,37,1,0,0,1,,1,11,4,,,2,1,1,540,2,1,1,4,1,2,6,3,1,6,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,960,4,,,,,,2
miskin,1,Sinduadi,,3,3,24,1,0,0,2,7,3,21,7,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,,3,3,6,1,0,0,,10,,,,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,,3,3,3,1,0,0,,10,,,,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,,3,3,18,1,0,0,1,7,2,,,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,2,Sinduadi,,2,2,48,2,0,0,2,4,2,,,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,1,Sinduadi,,1,1,48,2,0,0,2,1,1,12,7,,,6,3,2,400,2,1,2,4,2,4,6,3,1,2,3,2,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,40,4,,,,,,2
miskin,2,Sinduadi,,3,3,7,1,0,0,,,,,,,,5,1,1,350,2,1,2,4,1,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,47,4,,,,,,2
miskin,2,Sinduadi,,3,3,16,1,0,0,1,7,2,,,,,5,1,1,350,2,1,2,4,1,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,47,4,,,,,,2
miskin,2,Sinduadi,,3,3,22,1,10,0,2,1,,,,,,5,1,1,350,2,1,2,4,1,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,47,4,,,,,,2
miskin,2,Sinduadi,,2,2,47,2,0,0,2,1,1,9,7,,,5,1,1,350,2,1,2,4,1,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,47,4,,,,,,2
miskin,1,Sinduadi,,1,1,54,2,0,0,2,4,2,11,7,,,5,1,1,350,2,1,2,4,1,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,47,4,,,,,,2
miskin,2,Sinduadi,,2,2,55,2,0,0,2,1,1,,,,,2,1,1,700,6,1,2,4,2,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,100,4,,,,,,2
miskin,1,Sinduadi,,1,1,58,2,0,0,2,1,1,11,7,,,2,1,1,700,6,1,2,4,2,1,6,3,1,1,3,1,1,1,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,100,4,,,,,,2
miskin,1,Sinduadi,,1,1,64,4,0,0,2,1,1,11,7,,,1,1,1,540,6,1,1,4,2,2,6,3,1,2,3,1,1,1,2,4,2,4,2,3,2,4,1,4,2,4,2,4,2,1,54,4,,,,,,2
miskin,,Sinduadi,,3,3,,,0,0,,,,,,,,4,1,1,810,6,1,2,4,2,1,6,3,1,1,3,4,4,4,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,81,4,,,,,,1
miskin,2,Sinduadi,,3,3,8,1,0,0,1,1,,,,,,4,1,1,810,6,1,2,4,2,1,6,3,1,1,3,4,4,4,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,81,4,,,,,,1
miskin,2,Sinduadi,,2,2,27,2,0,0,2,7,3,9,7,,,4,1,1,810,6,1,2,4,2,1,6,3,1,1,3,4,4,4,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,81,4,,,,,,1
miskin,1,Sinduadi,,1,1,30,2,0,0,2,1,1,11,1,,,4,1,1,810,6,1,2,4,2,1,6,3,1,1,3,4,4,4,2,4,2,4,2,3,2,4,1,3,2,4,2,4,2,1,81,4,,,,,,1
miskin,2,Sinduadi,,3,3,13,1,0,0,1,1,,,,,,3,1,1,600,2,1,1,5,1,2,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,,Sinduadi,,2,2,,,0,0,,,,,,,,3,1,1,600,2,1,1,5,1,2,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,1,Sinduadi,,1,1,40,2,0,0,2,4,2,11,7,,,3,1,1,600,2,1,1,5,1,2,6,3,1,1,3,1,1,1,2,3,2,4,2,3,2,4,1,3,2,4,2,4,2,1,60,4,,,,,,2
miskin,,Sinduadi,,3,3,,,0,0,,,,,,,,3,2,2,560,6,1,2,5,2,1,6,3,1,1,3,2,1,1,2,4,2,4,2,3,2,4,2,3,2,4,2,4,2,1,56,4,,,,,,2
